record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0115,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,Titania-coated glass,oxide,,UV_ozone,"After UV/ozone, aqua regia immersion, or heating above 500 C.",,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,5,static,unknown,,,,,,unknown,"After UV/ozone, aqua regia immersion, or heating above 500 C.",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0116,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,TiO2,oxide,,UV_ozone,Superhydrophilic after UV irradiation.,,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,5,static,unknown,,,,,,unknown,Superhydrophilic after UV irradiation.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0117,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PET,polymer,,plasma,"Plasma treatment at 20 kHz, CDA 0.6%, 7 repetitions.",,smooth,,,,44,32,12,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,23.5,static,unknown,,,1.7,,,unknown,"Plasma treatment at 20 kHz, CDA 0.6%, 7 repetitions.",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0118,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,TiO2,oxide,,etching,TiO2 nanotube surfaces; increased hydrophilicity vs non-anodized Ti.,,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,39.1,static,unknown,,,,,,unknown,TiO2 nanotube surfaces; increased hydrophilicity vs non-anodized Ti.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0119,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,Equilibrium/Young angle.,,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,43.2,static,unknown,,,,,,unknown,Equilibrium/Young angle.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0120,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PET,polymer,,untreated,Before atmospheric-pressure plasma treatment.,,smooth,,,,44,32,12,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,59,static,unknown,,,1.1,,,unknown,Before atmospheric-pressure plasma treatment.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0121,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,Equilibrium/Young angle.,,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,formamide,polar,58,39,19,39,2.28,39.6,3.3,3.73,111,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,56.7,static,unknown,,,,,,unknown,Equilibrium/Young angle.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0122,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,Equilibrium/Young angle.,,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,57,static,unknown,,,,,,unknown,Equilibrium/Young angle.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0123,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,"Sessile drop, surface energy probe liquid.",,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,glycerol,polar,63.4,37,26.4,37,3.92,57.4,1412,2.68,42.5,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,58,static,sessile_drop,,,2,,,unknown,"Sessile drop, surface energy probe liquid.",B_medium,no,balanced_holdout,,possible_duplicate,2026-05-18,balanced_holdout,SRC011,unique_or_condition_distinct_keep
CA0124,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,Graphite,carbon_material,,untreated,Fresh exfoliation; experimental reference matched by modeling.,,smooth,,,,54.8,54.8,0,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,60,static,unknown,,,13,,,unknown,Fresh exfoliation; experimental reference matched by modeling.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0125,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,Stainless steel,metal,,untreated,Sessile drop; stable across 25-80 C.,,smooth,,,,68,40,28,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,60,static,sessile_drop,,,2,,,unknown,Sessile drop; stable across 25-80 C.,B_medium,no,balanced_holdout,,possible_duplicate,2026-05-18,balanced_holdout,SRC011,unique_or_condition_distinct_keep
CA0126,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,Equilibrium/Young angle.,,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,glycerol,polar,63.4,37,26.4,37,3.92,57.4,1412,2.68,42.5,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,66.8,static,unknown,,,,,,unknown,Equilibrium/Young angle.,B_medium,no,balanced_holdout,,possible_duplicate,2026-05-18,balanced_holdout,SRC011,unique_or_condition_distinct_keep
CA0127,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,UV_ozone,"100% acetic acid treatment + UV irradiation (234 nm, 30 s).",,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,67.3,static,unknown,,,1.1,,,unknown,"100% acetic acid treatment + UV irradiation (234 nm, 30 s).",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0128,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PET,polymer,,untreated,Initial contact angle before Ar+ irradiation.,,smooth,,,,44,32,12,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,70,static,unknown,,,,,,unknown,Initial contact angle before Ar+ irradiation.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0129,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,"Sessile drop 2 uL, 22 C, surface energy probe.",,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,72,static,sessile_drop,2,,,,,unknown,"Sessile drop 2 uL, 22 C, surface energy probe.",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0130,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PMMA,polymer,,untreated,Equilibrium/Young angle.,,smooth,,,,42,21,21,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,72.8,static,unknown,,,,,,unknown,Equilibrium/Young angle.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0131,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,Ti,metal,,untreated,Baseline contact angle for anodized TiO2 nanotube comparison.,,smooth,,,,68,35,33,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,75.9,static,unknown,,,,,,unknown,Baseline contact angle for anodized TiO2 nanotube comparison.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0132,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PC,polymer,,untreated,Untreated PC substrate; sessile drop method.,,smooth,,,,45,22.5,22.5,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,,,,unknown,Untreated PC substrate; sessile drop method.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0133,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,ODS/FAS silane SAM on Si,coating,,coating,Organosilane SAMs formed at vapor/solid interface.,Organosilane SAMs formed at vapor/solid interface.,smooth,,,,20,19,1,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,100,static,unknown,,,,,,unknown,Organosilane SAMs formed at vapor/solid interface.,B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0134,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PET,polymer,,coating,"FDTS SAM, optimal concentration 26.5 mM dm^-2.","FDTS SAM, optimal concentration 26.5 mM dm^-2.",smooth,,,,44,32,12,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,101,static,unknown,,,,,,unknown,"FDTS SAM, optimal concentration 26.5 mM dm^-2.",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
CA0135,v3.4,verified,literature,Thirty years of contact angles reveal universal design rules for wetting control,Berry et al.,2026,10.1038/s41598-026-40965-x,https://doi.org/10.1038/s41598-026-40965-x,Table 1 curated static contact angle value; row-specific source reference number retained in notes,PP,polymer,,untreated,"Room temperature, sessile drop 3 uL.",,smooth,,,,30,29.5,0.5,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,104,static,sessile_drop,3,,,,,unknown,"Room temperature, sessile drop 3 uL.",B_medium,no,unassigned,,possible_duplicate,2026-05-18,excluded_review,SRC011,unique_or_condition_distinct_keep
